puradsi-fm,https://southradios.net/play/puradsifm
american-tamil-radio,https://www.liveradio.es/http://s3.voscast.com:8402/;stream.mp3
varnam-fm,https://www.liveradio.es/http://220.247.227.6:8000/Tnsstream
slbc-tamila-national-service-fm,https://www.liveradio.es/http://69.46.24.226:7188/stream
slbctamilfm,https://www.liveradio.es/http://220.247.227.20:8000/Threndralstream
yugam-radio,https://stream.zenolive.com/xdkptdv5dpeuv.aac
friends-tamil-fm,https://radios.crabdance.com:7002/4
big-fm-chennai-online,https://www.liveradio.es/http://149.56.157.81:8487/;stream.mp3
radio-city-live,https://radios.crabdance.com:7002/5
radio-mirchi-tamil-fm,https://radios.crabdance.com:7002/1
hello-fm-tamil-radio,https://radios.crabdance.com:7002/3
radio-one-94-3,https://www.liveradio.es/http://51.158.169.255:8002/7
puradsi-fm,https://southradios.net/play/puradsifm
chennai-fm-rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
palaiya-paadal-radio,https://southradios.net/play/palaiyapaadalradio
american-tamil-radio,https://www.liveradio.es/http://69.46.24.226:7188/stream
thenral-world-radio,https://thenralw.radioca.st/LiveStream
