dance-tamizha-fm,https://stream.zenolive.com/2zzz7qre56duv
mtr-995-fm-tamil-radio,https://www.liveradio.es/http://176.31.120.92:9004/;stream.mp3
big-fm-chennai-online,https://radios.crabdance.com:7002/5
radio-city-live,https://radios.crabdance.com:7002/4
radio-mirchi-tamil-fm,https://radios.crabdance.com:7002/3
hello-fm-tamil-radio,https://radios.crabdance.com:7002/1
radio-one-94-3,https://www.liveradio.es/http://51.158.169.255:8002/7
puradsi-fm,https://southradios.net/play/puradsifm
chennai-fm-rainbow,https://southradios.net/play/palaiyapaadalradio
palaiya-paadal-radio,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
american-tamil-radio,https://www.liveradio.es/http://69.46.24.226:7188/stream
thenral-world-radio,https://thenralw.radioca.st/LiveStream
